date,value
2025-06-24,1621.66
2025-06-23,1621.66
2025-06-22,1618.61
2025-06-21,1621.52
2025-06-20,1621.52
2025-06-19,1618.61
2025-06-18,1618.61
2025-06-17,1618.61
2025-06-16,1618.61
2025-06-15,1618.61
2025-06-14,1618.61
2025-06-13,1618.61
2025-06-12,1618.61
2025-06-11,1618.61
2025-06-10,1618.61
2025-06-09,1618.61
2025-06-08,1613.92
2025-06-07,1616.76
2025-06-06,1613.82
2025-06-05,1611.51
2025-06-04,1612.9
2025-06-03,1610.22
2025-06-02,1612.31
2025-06-01,1607.84
2025-05-31,1611.64
2025-05-30,1611.64
2025-05-29,1611.64
2025-05-28,1611.64
2025-05-27,1611.64
2025-05-26,1616.31
2025-05-25,1616.31
2025-05-24,1618.32
2025-05-23,1623.32
2025-05-22,1616.64
2025-05-21,1616.64
2025-05-20,1616.64
2025-05-19,1616.64
2025-05-18,1616.64
2025-05-17,1616.64
2025-05-16,1615.87
2025-05-15,1608.41
2025-05-14,1612.23
2025-05-13,1612.23
2025-05-12,1612.23
2025-05-11,1612.23
2025-05-10,1612.23
2025-05-09,1612.23
2025-05-08,1612.23
2025-05-07,1618.75
2025-05-06,1618.75
2025-05-05,1618.3
2025-05-04,1618.3
2025-04-30,1622.74
2025-04-29,1622.74
2025-04-28,1622.74
2025-04-27,1622.74
2025-04-26,1622.74
2025-04-25,1626.04
2025-04-24,1622.74
2025-04-23,1626.04
2025-04-22,1626.04
2025-04-21,1618.37
2025-04-20,1618.37
2025-04-19,1618.37
2025-04-18,1618.37
2025-04-17,1618.37
2025-04-16,1632.27
2025-04-15,1632.27
2025-04-14,1631.2
2025-04-13,1631.2
2025-04-12,1631.2
2025-04-11,1631.2
2025-04-10,1631.2
2025-04-09,1631.2
2025-04-08,1631.2
2025-04-07,1631.2
2025-04-06,1699.17
2025-04-05,1631.2
2025-04-04,1631.2
2025-04-03,1631.2
2025-04-02,1628.28
2025-04-01,1628.28
2025-03-31,1626.63
2025-03-30,1626.63
2025-03-29,1626.63
2025-03-28,1626.63
2025-03-27,1626.63
2025-03-26,1626.63
2025-03-25,1630.39
2025-03-24,1630.39
2025-03-23,1630.39
2025-03-22,1637.76
2025-03-21,1637.76
2025-03-20,1632.02
2025-03-19,1632.02
2025-03-18,1632.02
2025-03-17,1632.02
2025-03-16,1632.02
2025-03-15,1632.02
2025-03-14,1632.02
2025-03-13,1629.09
2025-03-12,1619
2025-03-11,1624.06
2025-03-10,1624.06
2025-03-09,1624.06
2025-03-08,1624.06
2025-03-07,1624.06
2025-03-06,1618.45
2025-03-05,1618.45
2025-03-04,1618.45
2025-03-03,1618.45
2025-03-02,1627.29
2025-03-01,1627.29
2025-02-28,1621.59
2025-02-27,1622.26
2025-02-26,1622.26
2025-02-25,1622.26
2025-02-24,1622.26
2025-02-23,1624.04
2025-02-22,1624.04
2025-02-21,1624.04
2025-02-20,1624.04
2025-02-19,1624.04
2025-02-18,1624.04
2025-02-17,1614.8
2025-02-16,1630.5
2025-02-15,1630.5
2025-02-14,1630.5
2025-02-13,1626.09
2025-02-12,1630.5
2025-02-11,1626.09
2025-02-10,1626.09
2025-02-09,1625.53
2025-02-08,1625.53
2025-02-07,1625.53
2025-02-06,1634.98
2025-02-05,1634.98
2025-02-04,1634.98
2025-02-03,1634.98
2025-02-02,1634.98
2025-02-01,1634.98
2025-01-31,1624.5
2025-01-30,1624.5
2025-01-29,1632.97
2025-01-28,1636.05
2025-01-27,1636.05
2025-01-26,1616.1
2025-01-25,1616.1
2025-01-24,1616.1
2025-01-23,1616.1
2025-01-22,1616.1
2025-01-21,1616.1
2025-01-20,1617.69
2025-01-19,1617.69
2025-01-18,1617.69
2025-01-17,1617.69
2025-01-16,1617.69
2025-01-15,1625.25
2025-01-14,1625.25
2025-01-13,1624.58
2025-01-12,1624.58
2025-01-11,1624.58
2025-01-10,1633.32
2025-01-09,1620.61
2025-01-08,1620.61
2025-01-07,1620.61
2025-01-06,1622.3
2025-01-05,1622.3
2025-01-04,1622.3
2025-01-03,1636.91
2025-01-02,1636.91
2025-01-01,1636.91
2024-12-31,1593.39
2024-12-30,1593.39
2024-12-29,1593.39
2024-12-28,1593.39
2024-12-27,1593.39
2024-12-26,1593.39
2024-12-25,1593.39
2024-12-24,1614.19
2024-12-23,1614.19
2024-12-22,1614.19
2024-12-21,1614.19
2024-12-20,1614.19
2024-12-19,1614.19
2024-12-18,1606.73
2024-12-17,1606.73
2024-12-16,1606.73
2024-12-15,1606.73
2024-12-14,1606.73
2024-12-13,1617.05
2024-12-12,1606.73
2024-12-11,1617.05
2024-12-10,1606.73
2024-12-09,1606.73
2024-12-08,1606.73
2024-12-07,1606.73
2024-12-06,1617.05
2024-12-05,1624.17
2024-12-04,1624.17
2024-12-03,1624.17
2024-12-02,1609.82
2024-12-01,1624.17
2024-11-30,1609.82
2024-11-29,1609.82
2024-11-28,1609.82
2024-11-27,1609.82
2024-11-26,1609.82
2024-11-25,1609.82
2024-11-24,1613.05
2024-11-23,1613.05
2024-11-22,1609.82
2024-11-21,1609.82
2024-11-20,1609.82
2024-11-19,1613.05
2024-11-18,1613.05
2024-11-17,1613.05
2024-11-16,1613.05
2024-11-15,1613.05
2024-11-14,1618.09
2024-11-13,1618.09
2024-11-12,1618.09
2024-11-11,1609.77
2024-11-10,1609.77
2024-11-09,1609.77
2024-11-08,1613.96
2024-11-07,1613.96
2024-11-06,1606.34
2024-11-05,1606.34
2024-11-04,1623.52
2024-11-03,1623.52
2024-11-02,1691.17
2024-11-01,1623.52
2024-10-31,1691.17
2024-10-30,1623.52
2024-10-29,1623.52
2024-10-28,1623.52
2024-10-27,1623.52
2024-10-26,1623.52
2024-10-25,1623.52
2024-10-24,1623.52
2024-10-23,1623.52
2024-10-22,1623.52
2024-10-21,1623.52
2024-10-20,1623.52
2024-10-19,1623.52
2024-10-18,1623.52
2024-10-17,1619.67
2024-10-16,1619.67
2024-10-15,1619.67
2024-10-14,1619.67
2024-10-13,1608.09
2024-10-12,1618.68
2024-10-11,1618.68
2024-10-10,1608.09
2024-10-09,1608.09
2024-10-08,1608.09
2024-10-07,1617.2
2024-10-06,1617.2
2024-10-05,1620.51
2024-10-04,1620.51
2024-10-03,1620.51
2024-10-02,1614.55
2024-10-01,1618.24
2024-09-30,1618.24
2024-09-29,1618.24
2024-09-28,1618.24
2024-09-27,1618.24
2024-09-26,1621.73
2024-09-25,1621.73
2024-09-24,1621.73
2024-09-23,1609.43
2024-09-22,1621.73
2024-09-21,1621.73
2024-09-20,1621.73
2024-09-19,1634.39
2024-09-18,1634.39
2024-09-17,1634.39
2024-09-16,1624.66
2024-09-15,1624.66
2024-09-14,1624.66
2024-09-13,1624.66
2024-09-12,1624.66
2024-09-11,1624.66
2024-09-10,1624.66
2024-09-09,1624.66
2024-09-08,1624.66
2024-09-07,1624.66
2024-09-06,1624.66
2024-09-05,1624.66
2024-09-04,1624.66
2024-09-03,1624.66
2024-09-02,1636.63
2024-09-01,1624.66
2024-08-31,1636.63
2024-08-30,1635.52
2024-08-29,1635.52
2024-08-28,1636.63
2024-08-27,1636.63
2024-08-26,1636.63
2024-08-25,1638.79
2024-08-24,1638.79
2024-08-23,1638.79
2024-08-22,1627
2024-08-21,1627
2024-08-20,1627
2024-08-19,1639.3
2024-08-18,1639.3
2024-08-17,1639.3
2024-08-16,1639.3
2024-08-15,1639.3
2024-08-14,1639.3
2024-08-13,1639.3
2024-08-12,1639.3
2024-08-11,1554.1
2024-08-10,1634.92
2024-08-09,1634.92
2024-08-08,1634.92
2024-08-07,1634.92
2024-08-06,1627.94
2024-08-05,1627.94
2024-08-04,1627.94
2024-08-03,1627.94
2024-08-02,1627.94
2024-08-01,1616.93
2024-07-31,1616.93
2024-07-30,1616.93
2024-07-29,1616.93
2024-07-28,1616.93
2024-07-27,1616.93
2024-07-26,1634.32
2024-07-25,1634.32
2024-07-24,1634.32
2024-07-23,1633.47
2024-07-22,1633.47
2024-07-21,1630.39
2024-07-20,1630.39
2024-07-19,1630.39
2024-07-18,1630.39
2024-07-17,1630.39
2024-07-16,1620.8
2024-07-15,1620.8
2024-07-14,1631.69
2024-07-13,1631.69
2024-07-12,1620.8
2024-07-11,1620.8
2024-07-10,1620.8
2024-07-09,1631.69
2024-07-08,1631.69
2024-07-07,1631.69
2024-07-06,1620.8
2024-07-05,1620.8
2024-07-04,1620.8
2024-07-03,1620.8
2024-07-02,1620.8
2024-07-01,1630.38
2024-06-30,1648.53
2024-06-29,1637.3
2024-06-28,1637.3
2024-06-27,1630.38
2024-06-26,1637.3
2024-06-25,1637.3
2024-06-24,1637.3
2024-06-23,1637.3
2024-06-22,1630.68
2024-06-21,1626.41
2024-06-20,1636.75
2024-06-19,1636.75
2024-06-18,1636.75
2024-06-17,1622.32
2024-06-16,1622.32
2024-06-15,1622.32
2024-06-14,1622.32
2024-06-13,1622.32
2024-06-12,1641.86
2024-06-11,1641.86
2024-06-10,1592.03
2024-06-09,1627.94
2024-06-08,1627.94
2024-06-07,1627.94
2024-06-06,1627.94
2024-06-05,1627.94
2024-06-04,1638.07
2024-06-03,1638.07
2024-06-02,1627.94
2024-06-01,1626.81
2024-05-31,1626.81
2024-05-30,1626.81
2024-05-29,1621.7
2024-05-28,1621.7
2024-05-27,1621.7
2024-05-26,1621.7
2024-05-25,1621.7
2024-05-24,1621.7
2024-05-23,1626.7
2024-05-22,1626.7
2024-05-21,1626.7
2024-05-20,1626.7
2024-05-19,1626.7
2024-05-18,1626.7
2024-05-17,1626.7
2024-05-16,1619.37
2024-05-15,1619.37
2024-05-14,1626.73
2024-05-13,1626.73
2024-05-12,1619.37
2024-05-11,1618.12
2024-05-10,1614.52
2024-05-09,1619.37
2024-05-08,1614.52
2024-05-07,1613.47
2024-05-06,1613.47
2024-05-05,1613.47
2024-05-04,1613.47
2024-05-03,1613.47
2024-05-02,1613.47
2024-05-01,1614.54
2024-04-30,1614.54
2024-04-29,1614.54
2024-04-28,1614.54
2024-04-27,1614.54
2024-04-26,1616.92
2024-04-25,1614.54
2024-04-24,1614.54
2024-04-23,1616.92
2024-04-22,1614.76
2024-04-21,1625.26
2024-04-20,1049.64
2024-04-19,1625.26
2024-04-18,1625.26
2024-04-17,1625.26
2024-04-16,1625.26
2024-04-15,1625.26
2024-04-14,1625.26
2024-04-13,1625.26
2024-04-12,1625.26
2024-04-11,1625.26
2024-04-10,1625.26
2024-04-09,1625.26
2024-04-08,2234.74
2024-04-07,1625.28
2024-04-06,1557.54
2024-04-05,1391.55
2024-04-04,1623.25
2024-04-03,1623.25
2024-04-02,1623.25
2024-04-01,1623.25
2024-03-31,1623.25
2024-03-30,1623.25
2024-03-29,1465.77
2024-03-28,1623.25
2024-03-27,1630.65
2024-03-26,1630.65
2024-03-25,1627.37
2024-03-24,1627.37
2024-03-23,1627.37
2024-03-22,1627.37
2024-03-21,1627.37
2024-03-20,1624.72
2024-03-19,1624.72
2024-03-18,1618.6
2024-03-17,1618.6
2024-03-16,1618.6
2024-03-15,1618.6
2024-03-14,1618.6
2024-03-13,1618.6
2024-03-12,1618.6
2024-03-11,1618.6
2024-03-10,1626.93
2024-03-09,1626.93
2024-03-08,1626.93
2024-03-07,1626.93
2024-03-06,1619.27
2024-03-05,1619.27
2024-03-04,1619.27
2024-03-03,1631.51
2024-03-02,1631.51
2024-03-01,1627.99
2024-02-29,1621.62
2024-02-28,1627.99
2024-02-27,1617.02
2024-02-26,1617.02
2024-02-25,1621.07
2024-02-24,1621.07
2024-02-23,1621.07
2024-02-22,1614.81
2024-02-21,1614.81
2024-02-20,1614.81
2024-02-19,1614.81
2024-02-18,1614.81
2024-02-17,1614.81
2024-02-16,1614.81
2024-02-15,1614.81
2024-02-14,1614.81
2024-02-13,1620.32
2024-02-12,1620.32
2024-02-11,1620.32
2024-02-10,1614.81
2024-02-09,1620.32
2024-02-08,1620.32
2024-02-07,1620.32
2024-02-06,1613.77
2024-02-05,1620.32
2024-02-04,1620.32
2024-02-03,1620.32
2024-02-02,1620.32
2024-02-01,1620.32
2024-01-31,1622.52
2024-01-30,1622.52
2024-01-29,1622.52
2024-01-28,1622.52
2024-01-27,1622.52
2024-01-26,1622.52
2024-01-25,1609.71
2024-01-24,1609.71
2024-01-23,1609.71
2024-01-22,1609.71
2024-01-21,1609.71
2024-01-20,1609.71
2024-01-19,1609.71
2024-01-18,1609.71
2024-01-17,1609.71
2024-01-16,1609.71
2024-01-15,1609.71
2024-01-14,1616.02
2024-01-13,1616.02
2024-01-12,1616.02
2024-01-11,1616.02
2024-01-10,1651.92
2024-01-09,1651.92
2024-01-08,1628.05
2024-01-07,1628.05
2024-01-06,1628.05
2024-01-05,1628.05
2024-01-04,1628.05
2024-01-03,1628.05
2024-01-02,1628.05
2024-01-01,1628.05
2023-12-31,1628.05
2023-12-30,1628.05
2023-12-29,1625.32
2023-12-28,1625.78
2023-12-27,1625.78
2023-12-26,1625.78
2023-12-25,1633.42
2023-12-24,1625.78
2023-12-23,1628.74
2023-12-22,1620.1
2023-12-21,1620.1
2023-12-20,1620.1
2023-12-19,1626.08
2023-12-18,1626.08
2023-12-17,1626.08
2023-12-16,1626.08
2023-12-15,1626.08
2023-12-14,1626.08
2023-12-13,1625.04
2023-12-12,1626.88
2023-12-11,1626.88
2023-12-10,1635.75
2023-12-09,1635.75
2023-12-08,1470.49
2023-12-07,1619.25
2023-12-06,1630.21
2023-12-05,1626.03
2023-12-04,1626.03
2023-12-03,1633.14
2023-12-02,1633.14
2023-12-01,1633.14
2023-11-30,1633.14
2023-11-29,1630.11
2023-11-28,1493.53
2023-11-27,1639.6
2023-11-26,1639.6
2023-11-25,1630.78
2023-11-24,1630.78
2023-11-23,1636.01
2023-11-22,1628.93
2023-11-21,1639.03
2023-11-20,1639.03
2023-11-19,1639.03
2023-11-18,1658.29
2023-11-17,1658.29
2023-11-16,1658.29
2023-11-15,474.28
2023-11-14,1649.28
2023-11-13,1649.28
2023-11-12,1649.28
2023-11-11,1630.53
2023-11-10,1630.53
2023-11-09,1630.53
2023-11-08,1639.86
2023-11-07,1639.86
2023-11-06,1639.86
2023-11-05,1639.86
2023-11-04,1639.86
2023-11-03,1634.09
2023-11-02,1702.18
2023-11-01,1634.09
2023-10-31,1634.09
2023-10-30,1634.09
2023-10-29,1634.09
2023-10-28,1634.09
2023-10-27,1649.02
2023-10-26,1616.42
2023-10-25,1616.42
2023-10-24,1649.02
2023-10-23,1649.02
2023-10-22,1649.02
2023-10-21,1637.05
2023-10-20,1637.05
2023-10-19,1637.05
2023-10-18,1634.66
2023-10-17,1627.23
2023-10-16,1624.67
2023-10-15,1637.5
2023-10-14,1474.68
2023-10-13,1633.08
2023-10-12,1628.85
2023-10-11,1621.82
2023-10-10,1621.82
2023-10-09,1640.36
2023-10-08,1640.36
2023-10-07,1630.27
2023-10-06,1630.27
2023-10-05,1630.27
2023-10-04,1630.27
2023-10-03,1630.27
2023-10-02,1636.8
2023-10-01,1636.8
2023-09-30,1636.8
2023-09-29,1650.91
2023-09-28,1650.91
2023-09-27,1646.22
2023-09-26,1646.22
2023-09-25,1639.38
2023-09-24,1639.38
2023-09-23,1644.74
2023-09-22,1655.77
2023-09-21,1655.77
2023-09-20,1647.13
2023-09-19,1647.13
2023-09-18,1647.13
2023-09-17,1653.36
2023-09-16,1653.36
2023-09-15,1653.36
2023-09-14,1648.44
2023-09-13,1633.09
2023-09-12,1642.61
2023-09-11,1642.61
2023-09-10,1642.61
2023-09-09,1638.94
2023-09-08,1638.94
2023-09-07,1638.94
2023-09-06,1638.94
2023-09-05,1637.04
2023-09-04,1637.04
2023-09-03,1637.04
2023-09-02,1632.57
2023-09-01,1632.57
2023-08-31,1632.57
2023-08-30,1636.03
2023-08-29,1636.03
2023-08-28,1643.55
2023-08-27,1643.55
2023-08-26,1643.55
2023-08-25,1643.55
2023-08-24,1639.51
2023-08-23,1640.2
2023-08-22,1640.2
2023-08-21,1630.11
2023-08-20,1630.11
2023-08-19,1624.62
2023-08-18,1624.62
2023-08-17,1631.21
2023-08-16,1631.35
2023-08-15,1634.46
2023-08-14,1634.46
2023-08-13,1638.48
2023-08-12,1638.48
2023-08-11,1644.22
2023-08-10,1638.48
2023-08-09,1644.22
2023-08-08,1644.22
2023-08-07,1644.22
2023-08-06,1644.22
2023-08-05,1644.22
2023-08-04,1644.22
2023-08-03,1644.22
2023-08-02,1644.22
2023-08-01,1637.22
2023-07-31,1637.22
2023-07-30,1637.22
2023-07-29,1637.22
2023-07-28,1646.13
2023-07-27,1646.13
2023-07-26,1646.13
2023-07-25,1646.13
2023-07-24,1646.13
2023-07-23,1646.13
2023-07-22,1646.13
2023-07-21,1645.21
2023-07-20,1645.21
2023-07-19,1645.21
2023-07-18,1645.21
2023-07-17,1638.04
2023-07-16,1638.04
2023-07-15,1638.04
2023-07-14,1638.04
2023-07-13,1638.04
2023-07-12,1646.27
2023-07-11,1646.27
2023-07-10,1646.27
2023-07-09,1646.271
2023-07-08,1646.271
2023-07-07,1645.141
2023-07-06,1645.141
2023-07-05,1645.141
2023-07-04,1645.871
2023-07-03,1642.211
2023-07-02,1642.211
2023-07-01,1642.211
2023-06-30,1642.211
2023-06-29,1640.531
2023-06-28,1640.531
2023-06-27,1628.028
2023-06-26,1640.531
2023-06-25,1640.531
2023-06-24,1640.711
2023-06-23,1642.551
2023-06-22,1642.551
2023-06-21,1649.921
2023-06-20,1649.921
2023-06-19,1649.921
2023-06-18,1649.921
2023-06-17,1649.921
2023-06-16,1649.921
2023-06-15,1649.921
2023-06-14,1649.921
2023-06-13,1651.211
2023-06-12,1651.211
2023-06-11,1651.211
2023-06-10,1651.211
2023-06-09,1646.951
2023-06-08,1657.891
2023-06-07,1657.891
2023-06-06,1657.891
2023-06-05,1547.955
2023-06-04,1657.891
2023-06-03,1644.251
2023-06-02,1644.251
2023-06-01,1648.311
2023-05-31,1648.311
2023-05-30,1648.311
2023-05-29,1645.311
2023-05-28,1645.311
2023-05-27,1645.311
2023-05-26,1645.311
2023-05-25,1645.311
2023-05-24,1638.471
2023-05-23,1648.611
2023-05-22,1648.611
2023-05-21,1641.561
2023-05-20,1641.561
2023-05-19,1642.071
2023-05-18,1636.271
2023-05-17,1636.411
2023-05-16,1656.571
2023-05-15,1656.571
2023-05-14,1656.571
2023-05-13,1656.571
2023-05-12,1657.271
2023-05-11,1657.271
2023-05-10,1657.271
2023-05-09,1657.271
2023-05-08,1647.351
2023-05-07,1647.351
2023-05-06,1647.351
2023-05-05,1647.351
2023-05-04,1642.331
2023-05-03,1641.631
2023-05-02,1641.631
2023-05-01,1637.971
2023-04-30,1447.499
2023-04-29,1430.026
2023-04-28,1504.628
2023-04-27,1640.631
2023-04-26,1642.511
2023-04-25,1645.501
2023-04-24,1651.671
2023-04-23,1651.671
2023-04-22,1642.111
2023-04-21,1647.881
2023-04-20,1636.381
2023-04-19,1642.531
2023-04-18,1639.461
2023-04-17,1637.361
2023-04-16,1640.241
2023-04-15,1542.88
2023-04-14,1639.381
2023-04-13,1640.821
2023-04-12,1651.111
2023-04-11,1559.427
2023-04-10,1648.181
2023-04-09,1648.641
2023-04-08,1587.202
2023-04-07,1644.901
2023-04-06,1643.151
2023-04-05,1628.939
2023-04-04,1641.691
2023-04-03,1643.081
2023-04-02,1547.17
2023-04-01,1639.851
2023-03-31,1643.621
2023-03-30,1636.411
2023-03-29,1644.721
2023-03-28,1643.671
2023-03-27,1659.231
2023-03-26,1536.545
2023-03-25,1643.227
2023-03-24,1659.231
2023-03-23,1659.231
2023-03-22,1659.231
2023-03-21,1659.231
2023-03-20,1659.231
2023-03-19,1659.231
2023-03-18,1659.231
2023-03-17,1659.231
2023-03-16,1659.231
2023-03-15,1659.231
2023-03-14,1659.231
2023-03-13,1659.231
2023-03-12,1659.231
2023-03-11,1659.231
2023-03-10,1659.231
2023-03-09,1659.231
2023-03-08,1659.231
2023-03-07,1659.231
2023-03-06,1659.231
2023-03-05,1659.231
2023-03-04,1659.231
2023-03-03,1659.231
2023-03-02,1659.231
2023-03-01,1659.231
2023-02-28,1659.231
2023-02-27,1659.231
2023-02-26,1659.231
2023-02-25,1659.231
2023-02-24,1659.231
2023-02-23,1659.231
2023-02-22,1659.231
2023-02-21,1659.231
2023-02-20,1659.231
2023-02-19,1659.231
2023-02-18,1655.317
2023-02-17,1659.231
2023-02-16,1659.231
2023-02-15,1659.231
2023-02-14,1659.231
2023-02-13,1659.231
2023-02-12,1659.231
2023-02-11,1568.154
2023-02-10,1659.231
2023-02-09,1659.231
2023-02-08,1659.231
2023-02-07,1659.231
2023-02-06,1659.231
2023-02-05,1659.231
2023-02-04,1659.231
2023-02-03,1659.231
2023-02-02,1659.231
2023-02-01,1659.231
2023-01-31,1659.231
2023-01-30,1659.231
2023-01-29,1659.231
2023-01-28,1659.231
2023-01-27,1659.231
2023-01-26,1602.196
2023-01-25,1659.231
2023-01-24,1659.231
2023-01-23,1580.53
2023-01-22,1659.231
2023-01-21,1659.231
2023-01-20,1659.231
2023-01-19,1659.231
2023-01-18,1659.231
2023-01-17,1697.23
2023-01-16,1697.23
2023-01-15,1697.23
2023-01-14,1697.23
2023-01-13,1697.23
2023-01-12,1697.23
2023-01-11,1697.23
2023-01-10,1697.23
2023-01-09,1697.23
2023-01-08,1697.23
2023-01-07,1668.141
2023-01-06,1697.23
2023-01-05,1697.23
2023-01-04,1697.23
2023-01-03,1697.23
2023-01-02,1697.23
2023-01-01,1637.615
2022-12-31,1697.23
2022-12-30,1697.23
2022-12-29,1697.23
2022-12-28,1697.23
2022-12-27,1697.23
2022-12-26,1697.23
2022-12-25,1697.23
2022-12-24,1697.23
2022-12-23,1697.23
2022-12-22,1697.23
